"Date","All_H5","All_H10","All_H15","All_H20"
2023-09-01,7.69793505930074,7.69796045041798,7.69796045044559,7.69796045044559
2023-09-08,7.72655970426502,7.72658564469687,7.72658564472527,7.72658564472527
2023-09-15,7.52204613793014,7.52207479000473,7.5220747900384,7.5220747900384
2023-09-22,7.3737423003689,7.37377417167569,7.37377417171374,7.37377417171374
2023-09-29,7.38356221526957,7.38359416785155,7.38359416789013,7.38359416789013
2023-10-06,7.3430213776286,7.34305301150524,7.34305301154266,7.34305301154266
2023-10-13,7.38162426700501,7.38165785187992,7.38165785192384,7.38165785192384
2023-10-20,7.42451945223958,7.42454773947339,7.42454773950155,7.42454773950155
2023-10-27,7.35627887564062,7.35630736663337,7.35630736666075,7.35630736666075
2023-11-03,7.36279141595771,7.36282284381859,7.36282284384964,7.36282284384964
2023-11-10,7.41607518966344,7.41610640617663,7.41610640621079,7.4161064062108
2023-11-17,7.48165950481702,7.48169002076448,7.48169002079177,7.48169002079177
2023-11-24,8.27401071502943,8.27404118573847,8.27404118576096,8.27404118576096
2023-12-01,8.05956867786636,8.07755245104364,8.07765663680979,8.07765723935935
2023-12-08,8.34791301859912,8.34889865277746,8.34889889932219,8.34889889938434
2023-12-15,8.19504072383613,8.19614709341996,8.19614735092756,8.19614735098752
2023-12-22,7.90057673648428,7.90163798750324,7.90163823089564,7.90163823095135
2023-12-29,8.00524392330664,8.00642064520666,8.00642091519497,8.00642091525614
2024-01-05,7.91453813204313,7.91574850071237,7.91574878359,7.91574878365553
2024-01-12,8.03818419926813,8.03937704503997,8.03937731275189,8.03937731281112
2024-01-19,7.93750246222483,7.93867231695667,7.93867257749662,7.93867257755389
2024-01-26,7.91963553223356,7.92081352974168,7.92081378941399,7.92081378947045
2024-02-02,7.92347994653861,7.92465414010513,7.92465439793718,7.92465439799302
2024-02-09,7.93292977045677,7.93409186179003,7.93409211691915,7.93409211697438
2024-02-16,7.99574842041599,7.99689058341168,7.99689083347292,7.996890833527
2024-02-23,7.82190905713713,7.82306498871099,7.82306524133317,7.82306524138772
2024-03-01,7.70950586089668,7.71066391058875,7.71066416687411,7.71066416693012
2024-03-08,7.57588672442826,7.57699396721422,7.57699421436662,7.57699421442091
2024-03-15,7.61504497442315,7.61606524871262,7.61606547114426,7.61606547119229
2024-03-22,7.16878933755624,7.16967242828864,7.1696726234612,7.16967262350395
2024-03-29,7.11270462482618,7.11361232810213,7.11361252942204,7.11361252946624
2024-04-05,7.11283618061823,7.11375407028718,7.11375427471474,7.11375427475981
