"","ACCU","CEA","EUA","UKA","NZU","KAU","WCA","CCA"
"3984",12.8576106358822,1.2103957977881,81.95,113.498748146493,30.4242238906542,0.0154625643557551,NA,28.9719284567412
"3985",12.9668267312007,1.22603336936301,83.99,114.990092458204,30.4418032992149,0.0164155917047952,NA,29.6882407540345
"3986",12.8471146276372,1.20695969044556,84.19,113.277966159072,30.2697737968939,0.0158378625496484,NA,28.7173780997577
"3987",12.8000412701006,1.2429595330009,84.76,114.308037259444,29.9724513734442,0.0159292544843378,NA,29.2804549605775
"3988",13.0344548646443,1.24168162125563,83.81,114.312048211791,30.3847249180289,0.0159624669961935,NA,29.912055765924
"3989",12.7817668458481,1.23571187576432,85.93,115.164034872729,30.3064591041132,0.015713231534343,NA,30.9309434222596
"3990",13.0113801221048,1.19893671454081,85.92,115.919613818384,30.932133183063,0.015634439331272,NA,30.4352967048609
"3991",13.0328865318606,1.19559957514988,87.55,118.679064504997,31.2382267891684,0.0148917109518633,NA,30.6086530662218
"3992",13.2527549766806,NA,88.87,121.549605267622,31.7991802634942,0.0152645656676515,NA,30.5436182445338
"3993",13.1394059580918,1.21840803845544,90.78,126.710634063873,31.6933333130287,NA,NA,30.8547492094984
"3994",12.3952784305865,1.21548186477964,92.08,131.21253737775,32.4830567111884,0.0153563267815379,NA,30.0786337280973
"3995",12.3102603316252,1.22159295500182,95.8,132.305475764491,31.7663623145895,0.0152926013009363,NA,30.0678166287763
"3996",13.1627054953943,1.22839356427533,96.04,132.583500292536,32.8057208100475,0.01529328680908,NA,30.8742227792728
"3997",13.1374723262078,1.23832138990429,98.01,135.708909816799,32.2634398084833,0.0154231452153056,NA,30.9889171316229
"3998",13.4005258031312,1.25262995165603,92.17,133.157045674985,33.0954565325813,0.0155307341033195,NA,31.3690629861541
"3999",13.5312618662824,1.26199456049825,89.29,131.340602952056,33.4625304588746,0.0152114085845037,NA,30.9841580254873
"4000",13.7023128023199,1.25086834929657,89.24,130.660000359967,33.0439383047282,0.0151850032531777,NA,28.9523115147875
"4001",13.8889998675229,1.25640236443018,89.31,134.208659678262,33.4556494519393,0.0153138069285981,NA,28.5281535481323
"4002",13.7613724221024,1.23992130917622,90.31,135.116001739483,32.7937117326055,0.0152817373303422,NA,28.471645783378
"4003",13.6987496481744,NA,86.66,133.47518741535,32.830361833856,0.0150921241292769,NA,27.9979909914937
"4004",13.3519417236935,1.20948637676054,80.81,125.505924162798,32.4605247352774,0.0151402739639451,NA,27.3742623514188
"4005",13.2051136260412,1.20857866850836,80.03,129.790440640618,32.2056544454457,0.0152527641165077,NA,26.8134554388301
"4006",13.2827560781146,1.23186904109648,80.79,130.739484952466,32.5544863709559,0.0151838221765626,NA,27.2139427293244
"4007",13.4690640195154,1.21312745507649,77.89,127.969527882656,32.7396399856666,0.0149895122165828,NA,27.9027772715792
"4008",13.4782878261409,1.23804608308038,74.45,124.093872595666,32.8981918625267,0.0146108547218076,NA,28.1145558738534
"4009",13.3010220125946,1.24338827310755,69.88,117.889156564039,32.4623168185951,0.01457220393726,NA,28.2510065007504
"4010",13.3898897863294,1.23030871607907,69.03,106.35337938993,31.5271271348991,0.0142899933583122,NA,27.4754948242099
"4011",13.3519209723671,1.22008916580142,67.24,101.25680856981,31.4555396538076,0.0141509298522013,NA,27.1125252698147
"4012",13.5766337898307,1.20152656419325,66.08,102.161870159978,31.6500098525925,NA,NA,27.0188420752253
"4013",13.5452395371418,NA,71.82,106.437078893146,31.2667663436464,NA,NA,27.0523238136596
"4014",13.4460465122724,1.20777654733853,69.75,104.986456627475,30.3990825209477,0.0140217502297535,NA,27.6858660233459
"4015",13.6652440431602,1.2092028334971,72.54,106.015363920445,30.3990825209477,0.0140303739278769,NA,27.9785533388114
"4016",13.604173052696,1.18883078620079,71.85,101.895884184833,29.5798941197312,0.0138068536772778,NA,28.1956388458128
"4017",13.6370488029381,1.18733441782221,73.27,99.5995932455112,29.8432716383833,0.0139859927345185,NA,27.8663382858812
"4018",13.6498660076445,1.18137710760161,71.1,97.4679865890403,29.3905207082479,0.0131155212015363,NA,27.518784158786
"4019",13.620027237443,1.18201806490803,71.14,96.3282667167073,28.9148739785489,0.0124543101153163,NA,27.5148414149168
"4020",14.1976469469634,1.19742123140636,69.79,98.1029823031013,29.2911163311322,0.0122773238586403,NA,27.9952056582682
"4021",NA,1.20187251140485,70.44,99.3147127510705,28.8958702411064,0.0117513325104535,NA,27.9182083526483
"4022",14.1823477595539,1.19736285306101,65.77,92.9375671837362,28.7887860123181,0.0117296629621144,NA,27.7434313033236
"4023",14.1138065094231,1.21635199525965,70.33,93.6068732259985,28.1989174998861,0.0121833582250607,NA,28.2849452696062
"4024",13.9502243126318,1.2107456784366,67.96,94.7414916362369,27.9618503702701,0.0128978742427758,NA,28.3132280792793
"4025",13.9221921197482,1.19550078274489,65.15,94.1859970201633,27.6914334844031,0.0130030095385999,NA,27.7992504883022
"4026",13.4898238296567,1.18788363419861,65.73,96.1716325018493,26.8720904414151,0.0126908415012704,NA,27.4517062813615
"4027",13.1119666092492,1.1851225221658,66.73,97.4185626000803,25.4170743120044,0.0138123112005102,NA,27.8482486237482
"4028",13.5292232277659,NA,65.94,98.3487088380829,26.4763181418285,NA,NA,28.3076610892423
"4029",12.8232910100154,NA,66.92,97.2113184604901,25.7085263267958,0.0128698959943503,NA,27.6439094010655
"4030",13.0551523347679,NA,67.07,95.7191440431248,26.3412389611851,0.0129779021778576,NA,27.8637036643812
"4031",12.8558843028007,NA,68.96,95.9136893811051,27.5556800174181,0.0132540192177927,NA,29.0172916337178
"4032",12.8357103015098,NA,69.85,96.7720175798174,27.5045824575289,0.0132545959663905,NA,29.2874432505728
"4033",12.661195536174,1.1986097017974,66.77,93.1893134537778,27.0976128819006,NA,NA,29.6630885322564
"4034",12.5370909312823,1.2029536657054,66.34,90.0351758117913,26.7142619647043,0.0128040907526829,NA,30.0377461243049
"4035",12.4519267209428,1.19773098274217,66.71,94.0597688630092,26.8697894415122,0.012036614991982,NA,30.1271299041913
"4036",12.3558164989556,1.1786051027624,68.84,98.0189469952258,26.8086272620817,0.0119132698615108,NA,29.8916793594625
"4037",12.1141667908046,1.18208556444061,68.02,93.9896597344009,26.5186399241745,0.0120925277264068,NA,30.0130339142731
"4038",12.1575728178641,1.17506685376892,67.51,93.5838773696068,26.5459732472172,0.0117522160597107,NA,29.2396923678534
"4039",12.0924852455591,1.15936631356033,67.77,92.6483048699719,26.8468961475515,0.0115605353182057,NA,28.9093854989698
"4040",12.0408328228706,1.17144676275812,67.29,90.5698479254351,27.1700909429457,0.0110904221016504,NA,29.1078762718552
"4041",12.0501086775613,1.14667192443207,66.87,90.520662282992,27.2950575068062,0.0114933797548238,NA,28.9947174132524
"4042",12.4003728490485,1.17350385958708,68.72,91.4512905739681,27.6429935032055,0.010562855374992,NA,28.7904908063806
"4043",12.1040105477619,1.12842964202339,72.32,94.0846161649959,27.0151965038317,0.0107878176370388,NA,28.9755845672898
"4044",12.1958635413234,1.11852384599347,77.11,100.716930340992,27.0943075213374,0.0105369471530888,NA,28.5552275627022
"4045",12.4708960463518,1.11384024995984,75.79,101.175649060759,27.4838966235594,0.010537654529151,NA,28.0562699859686
"4046",12.5842304491396,1.12014904613596,80.21,105.05249821714,28.2633724935206,0.0106007529565966,NA,29.1813569339035
"4047",12.4227923455723,1.11619015586773,81.21,106.518148070258,28.8548904548513,0.0106919140857001,NA,29.4575828386973
"4048",12.4825954856456,NA,79.97,104.526810494212,29.4117647058824,0.0106259558064559,NA,30.5507043969641
"4049",12.4842127687697,1.12219120919118,76.72,100.943623587483,29.5997902627438,0.0108847555814623,NA,30.1346079499814
"4050",12.4454845420577,NA,76.7,99.2057027014058,29.7052024770581,0.0109743817569034,NA,29.9874999856029
"4051",12.3765457244763,1.14135172893837,76.28,96.0327733164272,29.8314278655017,0.0107926469514713,NA,29.9636100422413
"4052",12.563846299538,NA,76.36,96.1815180808732,30.2096468458165,0.0102379851257376,NA,28.4572023031887
"4053",12.439047361307,1.11509841137067,77.49,98.5467036596644,30.404678645236,0.0102760342773382,NA,27.9337509057175
"4054",12.4117449835398,1.09776267362568,76.06,97.076378683262,30.4708837079983,0.0101666755821547,NA,27.7884063968971
"4055",12.3829182183581,1.09735519592249,72.76,93.1857663661301,30.4580845147545,0.0103474354231843,NA,27.9684355998732
"4056",13.2528965814759,1.08802657548582,73.05,93.3824191531427,30.7138444875732,0.0102180101477587,NA,26.8033830494983
"4057",13.2220040591552,1.08416237279735,75.84,93.833543716225,30.6998903371278,0.0103546558584222,NA,25.9882282750729
"4058",13.2649395855696,1.08662944771222,75.23,91.0669021019395,30.8474318645062,0.0103296075544991,NA,25.9836195322714
"4059",13.6396288743936,1.07314288031976,76.65,91.2828255197374,31.246810022131,0.0103250245791227,NA,25.8495653911077
"4060",13.4702489283901,1.06571555671047,73.41,89.1128692870971,30.8841566047426,0.00984731529034717,NA,25.9644862128208
"4061",13.3349401380577,NA,72.4,87.948147700895,30.9147009544739,0.00963897426007078,NA,26.1064981142201
"4062",13.369439677717,1.06055855294856,72.47,88.2487231185505,31.3030490579574,0.00956602181969306,NA,25.9886534102142
"4063",13.312586997756,1.07260805642102,74.61,90.3693496054482,31.227447816637,0.00918552732385384,NA,26.3067361043725
"4064",13.3280562560594,NA,73.85,89.2681709063633,31.4218129332718,0.0087030756489102,NA,26.024391469261
"4065",13.419702313763,1.05616791569373,75.87,91.4248776990529,31.754157225528,0.00880302241040988,NA,24.8667300134352
"4066",13.5105409662823,NA,78.27,94.5901163413698,31.3490620166752,0.00831294924576765,NA,24.8046497668381
"4067",13.4650067365429,1.04425200261934,78.86,93.7023118539552,31.0941572202833,0.00862653103835915,NA,24.7926943453639
"4068",13.2441595243122,NA,78.81,91.9211451119784,30.5869322154886,0.00860294435196916,NA,24.2387785849249
"4069",13.4179644043125,NA,81.25,92.4961816537171,30.3291716363649,0.00864765748917645,NA,24.3044973193743
"4070",13.6200591873292,1.071261185006,84.69,95.8500683449155,30.5554176089247,0.00874984552958646,NA,24.3386480412122
"4071",13.6205632686291,1.05579936689351,85.22,101.896518277168,30.2113807315515,0.00849602000923925,NA,24.3423316199824
"4072",13.5171085585523,1.06189865050093,87.67,107.683023230117,29.9623402236013,0.00852641156942758,NA,24.2864790930426
"4073",13.2491776011246,1.06186643306142,87.31,107.772768664874,29.3557690560773,0.00836986589609101,32.7091099532268,24.6226911036791
"4074",13.2898764460224,1.06688813244168,87.69,106.474074248809,29.8762515822162,0.00811914821254893,32.8467270166273,24.7901548067157
"4075",13.5185303165086,1.06910000558205,88.07,105.169448959468,30.1858323260656,0.00802518469713957,32.6219852698144,24.774585479909
"4076",13.5775593390773,1.0675061829364,88.67,102.263846932667,30.1347719047611,0.00774895171156259,32.307528616214,24.4729529267821
"4077",13.751657017372,1.06410941782131,87.84,101.121627231036,30.84338130732,0.00806334358847832,32.4672689345054,24.9817597079389
"4078",13.6314110083848,1.04853010827467,90.17,101.180970066548,30.6709003962822,0.00792281730150379,32.4364577676194,25.2013256600087
"4079",13.9240383688141,1.03744927712351,88.64,98.1434284589787,30.6872181406743,0.00798781965072569,33.1867511409605,24.7528914510044
"4080",13.9639783232124,1.01010689930081,86.61,94.8456551807878,30.518483709714,0.00772918840298645,35.9317781382017,24.6789968871161
"4081",13.4241409313488,1.03655888165226,85.5,92.7545750855904,30.696674155275,0.0074887626436056,34.5402108100657,25.116932783935
"4082",13.4597700931685,NA,83.82,93.3197127700572,28.1143836346369,0.0075516543741927,35.2745580490808,25.2637277774303
"4083",13.4733804267168,1.00411136135392,84.11,90.7534612208623,27.8034383020915,0.00735118368605338,35.1217178699078,25.1809379766023
"4084",13.3348462753587,1.01917062196654,90.22,97.3810367906294,27.4842315111183,0.00710081568425913,35.0159793870592,25.238099573407
"4085",13.5057878243374,NA,87.9,94.7221178847153,26.992007983989,0.00701206877188639,35.5797152891614,25.3238623570606
"4086",13.3768550269484,1.03289135577063,89.27,96.837708670951,26.4404738862121,0.00683741204112572,35.6469228965702,25.442991217427
"4087",13.5092059294358,NA,89.37,98.2329869386347,27.0260423604299,0.00759028602353432,35.5060062137641,25.3424119350741
"4088",NA,1.03129074707464,NA,NA,27.1734800971474,0.00762741997332757,35.3659234738886,NA
"4089",NA,1.02606955213808,88.3,97.478971991187,26.9782356060557,0.00819484238681782,35.3459793471322,27.2694230663125
"4090",13.6088981855383,1.01381894620041,86.05,94.1444257299665,27.3704646946317,0.0089705650223403,35.5461827380912,26.704069781991
"4091",13.6417960475824,1.00070112832742,84.4,92.6394069870225,27.2720051602601,0.00885520586955327,37.8331558005165,26.6591772268756
"4092",13.6817796266553,1.01604736413487,83.97,93.6505131102025,26.8934463391585,NA,37.543828927824,26.4989583246386
"4093",NA,NA,86.28,93.5235724089502,26.9062139830777,0.00917673118395784,37.8260593117536,NA
"4094",13.7377020294953,1.03070442218847,83.57,91.1073166259801,26.8138540706834,0.0085952532658588,38.6627660551272,26.7042826008669
"4095",14.0424304998195,1.03228653523306,77.78,86.7401425155541,26.7869413491742,0.00804538322604532,38.2770686683758,26.1708329965174
"4096",13.9021868741351,1.04897610300839,78.83,86.193174302571,26.2906887844973,0.00740124950845798,38.8541109456548,26.5653688791221
"4097",14.0932923757898,1.0655453020129,77.39,87.6549586776859,26.6365435332131,0.0073869362299826,37.9541022982745,26.0824121607909
"4098",14.0080737307303,1.05872882531762,81.45,89.4495794006772,26.3745437490611,0.00752445341281344,37.3620696654194,25.4062073724852
"4099",14.2330396036885,1.05977773511685,80.54,87.5990298696018,25.6353590724131,0.00744132474469244,37.3203126754814,25.8898820258049
"4100",14.4281926885134,1.04837063207042,79,85.2561158408351,25.4717972059802,0.00811995393537141,37.1747131549423,25.8666841301366
"4101",14.4374608383875,1.04993986469425,80.24,85.3913461303539,25.3668378342119,0.00863369726285896,36.5535242714891,NA
"4102",14.7287243835588,1.05335627827745,79.86,85.6767272204387,25.4357146602431,0.00883095493177192,36.6751552877249,25.8602490307865
"4103",14.7038415025013,1.05058850611621,77.57,83.481145736864,25.5646895582705,0.00815099418455958,36.7565802142782,NA
"4104",15.2217148373264,1.04173050062063,79.56,86.8749474714147,26.1489182275851,0.00855877124828387,36.947629501957,26.2929642502298
"4105",15.2475534855626,1.04749340935338,83.26,90.31914670803,26.3305094117337,0.00812712883862421,36.9202456752139,26.1017550820117
"4106",15.1662227788083,1.04789465997165,83.9,89.9809267920284,25.6493307806933,0.00795011042383408,36.6819303591164,25.9076796513108
"4107",16.0647677984645,1.03804517093637,85.08,88.94974267784,25.7854951816619,0.00815054362102369,36.4929355405336,25.7487363790649
"4108",16.2815328930709,NA,85.19,87.0299552202407,26.0098401496152,NA,36.4056840821074,25.5771096772201
"4109",16.1413979077797,NA,81.67,84.1870688251678,25.9379375065202,NA,36.2920573777427,25.4635202578255
"4110",16.3099313298513,NA,84.26,86.8095010383364,25.5533322080938,0.00801119745510666,36.0928332853145,25.0971096565326
"4111",16.4294801647611,NA,89.36,93.8999126647715,25.7731973422366,0.00783673002246506,36.2653989947451,25.2677059042456
"4112",16.4703401408871,NA,89.23,95.3546154156195,25.8066225747254,0.00831694860434397,36.4123846175153,25.192289357467
"4113",16.2993208293157,1.03863900614307,NA,NA,25.875867299235,0.00841140443784352,36.5670089247993,25.095172869089
"4114",16.2443127764368,1.04209900671671,93.01,98.5112026275421,25.2869475000404,0.00824717013133587,36.4459150587774,24.8679801819658
"4115",16.2464233182576,1.03561857999411,95.45,100.042314080835,25.2510200395041,0.00817591787993585,35.6083712167068,24.329626659229
"4116",15.5729545021066,1.03649229967956,93.01,99.7041954036517,25.4968899235273,0.00789690069503367,36.1259232063689,25.0529076747424
"4117",15.2194189387093,1.03429601392785,93.29,104.703348834306,24.9191203547765,0.00772311909971946,36.9134044753073,25.7277844680223
"4118",15.2409159805333,1.05451977807762,90.88,101.401984847729,25.0833198887728,0.00757418298713404,37.3481428853091,25.8918171956061
"4119",15.370485551533,1.06492824615406,90.29,102.756488549194,25.2198453049475,0.00727596041930095,37.3969207149362,25.7777844183886
"4120",15.0503461671593,1.05712932862196,90.28,104.040901369835,25.0677845906291,0.00713485579841654,37.4947634856915,25.8277882429344
"4121",14.2873060614482,NA,90.96,105.376333127812,25.0836600946828,0.0072172535772548,37.3064092341657,25.5505523708414
"4122",14.3818960876808,1.0582340480276,93.03,107.021749841599,25.2126901390791,0.00704412769593901,37.7339863653067,25.8433929874019
"4123",14.4623802685401,1.04795200030871,92.22,106.505529843789,25.3083680428778,0.00692682828175203,37.4178547560704,25.6529850746269
"4124",15.1390235162138,NA,92.05,105.357335678035,25.0554425718105,0.0068859454515713,37.3133599834606,25.590022928192
"4125",14.6039394310208,1.04812693636998,94.37,105.580638013672,24.8034211420963,0.00680008605364399,37.635206338651,25.7232259137896
"4126",14.9515762676437,1.04991477914467,97.54,105.550251653655,24.2173502405936,0.00676385150820592,37.7835222790627,25.9564011191514
"4127",14.9054324218933,1.04908369127552,96.25,105.25285735413,23.9280947941962,0.00663909786917555,37.6000217415568,25.8828056639554
"4128",15.1685901338611,1.04867994001542,98.35,107.46483402371,23.9480292965641,0.00667833139890047,37.6845478034799,NA
"4129",15.1319195982989,1.05635156556099,100.34,110.643606644244,23.503447288083,0.00662396277217003,37.9398432198624,26.0108506539894
"4130",14.7146851969678,1.06093946892799,96.77,106.417871900826,23.5746689748229,0.00671212986737772,38.2626272164505,26.1164676465773
"4131",14.7657958908545,1.05756910873832,97.58,106.433977676438,23.1615867337953,0.00679560687428426,38.3059761108789,26.5825657476424
"4132",14.5443636941372,NA,97.39,107.232332597459,23.2115614766944,0.00660905551792126,38.6627660551272,26.71327394181
"4133",14.4263422119486,1.01535722242139,100.23,110.272718767413,22.816387236344,0.00645279272054701,38.2193518639654,26.62022298432
"4134",14.7796481006279,1.01439220471564,99.8,109.460612052496,22.9130330700044,0.00653780184924707,38.4437346797247,26.7943890314267
"4135",14.7239769165163,1.03412017449917,96.92,106.210351529409,23.0530254267576,NA,37.5849865782035,26.7974360445296
"4136",14.7271216273716,1.02441220303888,93.38,103.675145988399,23.0800940857624,0.00671123962809658,37.4080776651545,27.7621376386397
"4137",14.8003604118889,1.04491943536713,92.18,102.859170644891,22.9002566417043,0.00684990382674959,37.597502266112,27.5744504855227
"4138",14.508808021086,1.01315750798594,92.98,100.362186510835,22.2575645368201,0.00675308056622895,37.7127865044776,27.1093542058931
"4139",14.4170598237846,1.03070695030176,95.69,102.069240633028,22.0501565504103,0.00669869570859724,44.9481800971814,27.6161618517082
"4140",14.4459011465579,1.04155901855847,97.85,104.961494760763,22.4719637013791,0.0067998388631907,46.7727116774623,27.7937844391074
"4141",14.3578467217518,1.03277959517642,98.42,106.363346616643,22.0108588387607,0.00666091180124071,46.4549512044339,28.024842678521
"4142",14.1753579745292,1.02744263896958,99.8,108.610032527407,21.9759070805374,0.00668560815306539,45.9066095886248,27.4909965882649
"4143",14.2865610540492,1.04184317051965,97.13,107.291659842728,22.0070789280425,0.00674363118681072,45.1736157138368,26.5829354008347
"4144",14.3435469686675,1.03160246280086,92.68,102.569664057777,22.0378995198031,0.006836344040066,45.1483637746755,26.6983112706014
"4145",14.4965821290774,1.06220200282015,89.2,99.2031245733811,23.2441429135226,0.00697598429431481,46.4988906214197,27.3002140513835
"4146",14.5657911670869,1.05053719462384,87.07,95.6506328058214,22.784878361314,0.00725110502210076,46.2361855502584,27.0926264176226
"4147",14.6024162247147,NA,87.29,95.864287063181,22.7971222778056,0.00739429181994789,45.7088384262531,26.5902377383492
"4148",14.3329617863133,1.04945410634126,87.83,96.1821497867496,22.3337900998191,0.00739070328933554,45.2579420268566,26.5107098872702
"4149",14.0045954103848,1.01939064422824,89.73,94.9758190920688,21.506214179229,0.00695477934808532,44.8553156857167,26.5163923880564
"4150",13.842922590028,1.01664547758428,89.67,93.7019979287182,21.3438480090004,0.00629794692365669,44.1309918164592,26.0627453592974
"4151",13.9027912039699,1.01306605545019,92.58,96.7090899439074,21.4647603055362,0.00649343574939132,44.3349711694798,26.3025742418933
"4152",14.0274352051202,1.02688618927889,87.65,93.7318856539239,20.9739752355854,0.00685487109931745,44.9220460392055,26.5731180031916
"4153",14.2309433693498,1.01689208821476,87.41,92.1884962303932,20.2548738290151,0.00682473738739419,48.9045316277446,26.4685052757179
"4154",14.8347933858214,NA,89.32,94.420269973039,20.1120733820346,0.00690124249648354,48.4814879264637,26.2395421496738
"4155",14.7325225556631,1.00569408889764,90.29,94.1510106384323,19.7790098481965,0.00691398147948616,48.4814879264637,26.4351692062191
"4156",14.5924509067027,1.00956085035295,90.96,95.11430263546,17.8236153635287,0.00695829861688183,47.9669579357802,26.0704624008854
"4157",14.6392792799151,1.00504748757399,91.93,95.6630330026077,18.1488661982032,0.00730972933180419,50.2196381409504,26.4461721532089
"4158",15.0126092745552,NA,95.75,100.394313223072,19.3568131476815,0.00686431354505661,49.7047097950502,26.3013735559571
"4159",14.8275710882803,NA,94.96,99.0318915544987,19.5660174424413,0.00655769226434802,49.1886769599837,25.9282687026355
"4160",14.8074776744717,NA,96.63,96.6229002988712,19.8116849646997,0.00656631915929297,50.4730124629897,25.9936014184397
"4161",14.6449955507384,0.895957823339499,96.66,95.994418382151,19.3624256180165,0.00655927966755426,50.3159843819184,25.9882059332609
"4162",NA,0.990798420019758,NA,NA,19.4001140287951,0.00663453156565129,50.5286096819772,NA
"4163",NA,1.00574800050549,NA,NA,19.420111281728,0.00661308742071389,52.5789638299216,26.2725209588866
"4164",14.5968080466264,0.992588810125486,97.44,96.235229085227,19.0821476666377,0.00646410950700486,52.0885404370901,26.0946784834842
"4165",14.1277460611733,0.983272413605252,95.92,93.7848450195756,18.8451659319416,0.00629589424774806,53.8266076531615,25.8864577728897
"4166",14.2379712027811,0.971266363919981,94.45,91.4949774001877,20.3128714564021,0.00619984825410285,56.7762862481128,25.8834275357823
"4167",14.1881597021788,0.984576626659101,93.84,90.2218772709046,20.0022348951282,0.00627087120665192,58.2644628099173,26.2644628099174
"4168",14.3982436988458,0.993408634193866,93.04,89.4682267088158,19.7726808371285,0.00625833324873511,56.124490351932,26.9230017897179
"4169",14.375303215546,0.986171283565125,95.31,88.8999323870686,19.644598694054,0.00616025408732237,57.3266628028496,26.7441344293294
"4170",14.3735408343032,0.984446088620986,94.45,86.9492032074853,19.6534946969714,0.006127546193033,56.6713344955846,26.7855395689425
"4171",14.4567244586416,0.940135224783153,91.96,83.3348393846475,19.1658096249866,0.00612203476161575,57.368488000038,26.6971326040756
"4172",13.8142424810311,NA,89.72,82.1775029966098,19.0827902282296,0.00609394598254063,56.3314154115579,26.5420374968576
"4173",13.6988769862912,0.924490906588938,88.39,81.0572359206394,18.8870183489145,0.0059829383551771,56.6020643790075,26.2092167668013
"4174",NA,0.924028840497464,86.99,80.587712278864,19.0350628392586,0.00586743761472967,56.900878768865,26.4734453483756
"4175",13.4140129575788,0.937314912091989,85.64,78.8765800850109,18.7437623217192,0.00570577016336811,56.2020846460827,26.2057603444654
"4176",13.5875837671377,0.944619042246373,86.05,79.3188279882855,18.1866665464585,0.00515902904211886,56.7458808185674,26.5225312521565
"4177",13.5614836062528,0.944817145671778,87.34,79.6952155125722,17.6368642158075,0.0051763309240551,53.5241978781361,26.4162502758555
"4178",13.8651708823019,NA,85.91,79.405085275927,NA,NA,53.1338048266665,26.5752045703374
"4179",13.9476138488295,NA,88.41,77.607345992719,17.2791082830946,0.00532147794927009,52.9021801244674,26.4510900622337
"4180",13.821722139221,NA,85,75.8134861261772,16.8918905522863,0.00534926922087625,52.329701551202,25.9849674265187
"4181",13.8545959928873,0.959104990181789,84.67,76.9681147755827,17.8062547762839,0.00551373159745543,52.786935325884,25.9645738134192
"4182",14.0761705657109,0.957241697431231,84.96,78.8450252785196,17.7755975943909,NA,52.3175052337485,25.8374325059898
"4183",14.2537641340325,0.96492751079171,85.41,78.8992919992158,17.9429948660706,0.0058639643809044,52.4411928592504,25.8572243846162
"4184",14.3735911310579,NA,86.77,78.4745366361528,18.0281088865326,0.0058953907542321,53.2793435984869,26.1152032606958
"4185",14.446746279979,0.967592932414814,89.49,80.3963002154121,18.15586715118,0.0060185727135367,53.0854244013789,26.17774990793
"4186",14.2822635013553,0.97452351466726,88.38,79.0109396901691,17.3263464263824,0.00587664701800258,53.7294104281868,26.4785250766408
"4187",14.1016089406991,0.983063980020102,88.48,77.366602238007,17.0978845979354,0.00613015528007515,54.3851863454025,26.7592112190113
"4188",14.2776866672349,NA,86.97,75.9019491291221,17.218289019444,0.00607290357532899,54.1453401708069,26.6581198247207
"4189",14.1154365885203,0.984470963901788,88.59,75.4475528213499,17.1017523087473,0.00597489635094308,53.8312045522108,26.6358495595349
"4190",13.7783591851087,0.978874066072024,88.15,79.6497058761069,17.1201946971038,0.00592902100551344,54.0499495245822,26.7866442761984
"4191",13.8020930507316,1.00946761149359,89.85,82.6210509939464,17.2253084493339,0.00600451490370899,54.7548976337356,27.3343347242428
"4192",13.8344015089519,0.994258999225192,89.88,81.5321846838365,18.2446229312152,0.00600253280414629,54.4208573497862,27.1847180336255
"4193",13.8224852071006,0.99092109656117,87.76,77.4704451309984,18.2594788192227,0.00594868636373553,54.330285923354,27.1908108132944
"4194",13.7529979133386,0.970167248821155,85.5,73.6652155217033,18.1516568509677,0.00582073842419591,54.7650680349459,27.2704165553542
"4195",13.5262169899669,0.990331247309092,85.15,72.9442352902807,17.3837360210829,0.00572700406706057,54.9690725818906,27.4845362909453
"4196",13.4263173122717,0.989287777426778,82.99,70.1458284640206,17.2637253618026,0.0055008644927797,55.2669099751037,27.6160480867723
"4197",13.0280711024887,0.996916864072602,82.3,70.3838598368205,17.4962597768304,0.00564139057956814,55.2153862656257,27.6598651513315
"4198",13.0512583023902,0.993209317077888,82.86,70.6765159031014,17.659354434603,NA,55.4115606404267,NA
"4199",12.8121008880792,0.989313844070453,80.52,66.5729111535975,17.2670118370847,0.005731452303913,55.5568629744403,27.7350276880214
"4200",12.8714305471998,1.0173310498644,81.02,70.7672937387773,17.3635910021567,0.00597366110983322,56.0256732044892,27.8202483506042
"4201",12.9627840261153,0.989854340857992,78.72,69.1388464085945,17.5081075907973,0.00596858545858936,55.2681224583734,27.4095344816996
"4202",13.2329520307393,1.01518791912507,78.99,69.258818636098,17.8736928547622,0.00613892530888181,55.8374396244597,27.6482572140489
"4203",13.26076007456,1.01158671142594,82.48,75.5731587007749,17.9081520657868,0.00618058571309404,53.3783278794771,27.4952856260817
"4204",13.9213056821805,1.01060305916916,81.67,75.0518554828703,18.0100822604935,NA,53.3695051424624,27.6734007812473
"4205",13.7278412775081,1.0047311631166,83.54,77.4788068956165,17.9937222610051,0.00610173205182953,48.9400079312526,27.790933075247
"4206",13.7757718546538,0.997200866696747,83.99,77.5598243421298,17.996996956516,0.00610058931833795,48.1803482666573,27.4541948783756
"4207",13.9682739341731,0.997371815130006,86.79,78.803539311551,18.1899613786842,0.00619116787088549,57.1438421938512,27.9485337275381
"4208",NA,NA,87.82,72.9718766901028,17.8183958875065,0.00615403641642743,58.7660601701023,28.2077088816491
"4209",13.9577655471579,0.95449651712083,89.9,73.7243354072862,18.5832757192276,0.00630554328511676,55.8200179189128,28.0731751656809
"4210",13.9805487247229,0.947568148312002,93.32,80.3546755087325,19.8684739862563,0.0061972550103019,54.1298238272,27.8832525572868
"4211",13.6500458380409,NA,93.26,82.520678163338,19.4781415662304,0.00605767886466342,52.5907080149282,27.7061206192931
"4212",13.6328899975462,0.954457394809522,92.35,81.5960220393096,19.5048041649233,0.00600596829115808,52.7062179089722,27.4490636443393
"4213",13.5782081173283,0.945131239193859,92.15,81.3197236380469,19.1016551853414,0.00588982769916203,52.8124366145974,27.4121694809101
